categoria,nome,codigo,preco,estoque,promocao,imagem_url,descricao
Refletor Solar,Refletor Sola 100W,19478,48.0,1,0,imgs/products/prod_183.jpg,
Refletor Solar,Refletor Sola 200W,19479,60.0,1,0,imgs/products/prod_184.jpg,
Refletor Solar,Refletor Sola 300W,19480,85.0,1,0,imgs/products/prod_185.jpg,
Refletor Solar,Refletor Sola 500W,19481,125.0,1,0,imgs/products/prod_186.jpg,
Refletor Solar,Refletor Sola 800W,19482,155.0,1,0,imgs/products/prod_187.jpg,
Refletor Solar,Refletor Sola 1000W,19483,175.0,0,0,imgs/products/prod_188.jpg,
Refletor Solar,Refletor Sola 50W,19484,35.0,1,0,imgs/products/prod_189.jpg,
Refletor Solar,Refletor Sola 100W,19485,40.0,1,0,imgs/products/prod_190.jpg,
Refletor Solar,Refletor Sola 200W,19486,50.0,1,0,imgs/products/prod_191.jpg,
Refletor Solar,Refletor Sola 400W,19487,60.0,1,0,imgs/products/prod_192.jpg,
Refletor Solar,Refletor Sola 50W,19488,25.0,1,0,imgs/products/prod_193.jpg,
Refletor Solar,Refletor Sola 100W,19489,30.0,1,0,imgs/products/prod_194.jpg,
Refletor Solar,Refletor Sola 200W,19490,35.0,1,0,imgs/products/prod_195.jpg,
Refletor Solar,Refletor Sola 400W,19491,45.0,1,0,imgs/products/prod_196.jpg,
Refletor Solar,Refletor Sola 200W,19492,42.0,1,0,imgs/products/prod_197.jpg,
Refletor Solar,Refletor Sola 300W,19493,52.0,1,0,imgs/products/prod_198.jpg,
Refletor Solar,Refletor Sola 500W,19494,65.0,0,0,imgs/products/prod_199.jpg,
Refletor Solar,Refletor Sola 800W,19495,80.0,1,0,imgs/products/prod_200.jpg,
Refletor Solar,Refletor Sola 1000W,19496,95.0,1,0,imgs/products/prod_201.jpg,
Refletor Solar,Refletor Sola 1200W,19497,120.0,1,0,imgs/products/prod_202.jpg,
Refletor Solar,Refletor Sola 300W,19665,58.0,1,0,imgs/products/prod_203.jpg,
Refletor Solar,Refletor Sola 400W,19666,75.0,1,0,imgs/products/prod_204.jpg,
Refletor Solar,Refletor Sola 500W,19667,95.0,1,0,imgs/products/prod_205.jpg,
Refletor Solar,Refletor Sola 50W,19632,42.0,1,0,imgs/products/prod_206.jpg,
Refletor Solar,Refletor Sola 100W,19633,52.0,1,0,imgs/products/prod_207.jpg,
Refletor Solar,Refletor Sola 200W,19634,65.0,1,0,imgs/products/prod_208.jpg,
Refletor Solar,Refletor Sola 300W,19635,90.0,1,0,imgs/products/prod_209.jpg,
Refletor Solar,Refletor Sola 500W,19636,115.0,1,0,imgs/products/prod_210.jpg,
Refletor Solar,Refletor Sola 50W 3 Cor,19637,45.0,1,0,imgs/products/prod_211.jpg,
Refletor Solar,Refletor Sola 100W 3 Cor,19638,55.0,1,0,imgs/products/prod_212.jpg,
Refletor Solar,Refletor Sola 200W 3 Cor,19639,70.0,1,0,imgs/products/prod_213.jpg,
Refletor Solar,Refletor Sola 300W 3 Cor,19640,100.0,1,0,imgs/products/prod_214.jpg,
Refletor Solar,Refletor Sola 500W 3 Cor,19641,120.0,1,0,imgs/products/prod_215.jpg,
Refletor Solar,Refletor Sola 200W,19617,60.0,1,0,imgs/products/prod_216.jpg,
Refletor Solar,Refletor Sola 300W,19618,80.0,1,0,imgs/products/prod_217.jpg,
Refletor Solar,Refletor Sola 500W,19619,105.0,1,0,imgs/products/prod_218.jpg,
Refletor Solar,Refletor Sola 800W,19620,130.0,1,0,imgs/products/prod_219.jpg,
Refletor Solar,Refletor Sola 1000W,19621,160.0,1,0,imgs/products/prod_220.jpg,
Refletor Solar,Refletor Sola 1500W,19622,190.0,0,0,imgs/products/prod_221.jpg,
Refletor Diversos,Refletor Mini RGB 50W,19319,26.0,1,0,imgs/products/prod_222.jpg,
Refletor Diversos,Refletor Mini RGB 100W,19324,30.0,1,0,imgs/products/prod_223.jpg,
Refletor Diversos,Refletor Mini RGB 200W,18094,35.0,1,1,imgs/products/prod_224.jpg,
Refletor Diversos,Refletor LED BF 30W,19218,10.0,1,0,imgs/products/prod_225.jpg,
Refletor Diversos,Refletor LED Mini 50W,18005,11.0,1,0,imgs/products/prod_226.jpg,
Refletor Diversos,Refletor LED Mini 800W,19225,90.0,1,0,imgs/products/prod_227.jpg,
Refletor Diversos,Refletor LED Mini 600W BF-50%,18010,90.0,1,0,imgs/products/prod_228.jpg,
Refletor Diversos,Refletor Azul 50W,19317-19146,16.0,1,0,imgs/products/prod_229.jpg,
Refletor Diversos,Refletor Vermelho 50W,19315,16.0,1,0,imgs/products/prod_230.jpg,
Refletor Diversos,Refletor BQ 50W,19318,16.0,0,0,imgs/products/prod_231.jpg,
Refletor Diversos,Refletor Azul 100W,19322-19150,19.0,0,0,imgs/products/prod_232.jpg,
Refletor Diversos,Refletor 200W BQ,19328,30.0,1,0,imgs/products/prod_233.jpg,
Refletor Diversos,Refletor Azul 200W,19327,30.0,1,0,imgs/products/prod_234.jpg,
Refletor Diversos,Refletor 300W BQ,19465,35.0,1,0,imgs/products/prod_235.jpg,
Refletor Diversos,Refletor Vermelho 300W,19468,35.0,1,0,imgs/products/prod_236.jpg,
Refletor Diversos,Refletor Verde 300W,19466,35.0,1,0,imgs/products/prod_237.jpg,
Refletor Diversos,Refletor Azul 300W,19467,35.0,1,0,imgs/products/prod_238.jpg,
Refletor Diversos,Refletor 400W BQ,19469,45.0,1,0,imgs/products/prod_239.jpg,
Refletor Diversos,Refletor Vermelho 400W,19472,45.0,1,0,imgs/products/prod_240.jpg,
Refletor Diversos,Refletor Verde 400W,19470,45.0,1,0,imgs/products/prod_241.jpg,
Refletor Diversos,Refletor Azul 400W,19471,45.0,1,0,imgs/products/prod_242.jpg,
Refletor Diversos,Refletor Luz Negra 100W,19686,20.0,1,0,imgs/products/prod_243.jpg,
Refletor Diversos,Refletor Luz Negra 200W,19687,28.0,1,0,imgs/products/prod_244.jpg,
Refletor Diversos,Refletor Luz Negra 300W,19689,38.0,1,0,imgs/products/prod_245.jpg,
Refletor Diversos,Refletor Luz Negra 50W,19141,25.0,1,0,imgs/products/prod_246.jpg,
Refletor Diversos,Refletor Luz Negra 200W,19143,55.0,1,0,imgs/products/prod_247.jpg,
Refletor Diversos,Refletor Luz Negra 30W,30010,11.0,1,1,imgs/products/prod_248.jpg,
Pendente,Pendente Prata FPR-001,FPR-001,300.0,1,0,imgs/products/prod_249.jpg,
Pendente,Pendente Preto FPR-002,FPR-002,300.0,1,0,imgs/products/prod_250.jpg,
Pendente,Pendente Preto/Branco FPR-003,FPR-003,300.0,1,0,imgs/products/prod_251.jpg,
Pendente,Pendente DD-7,DD-7,60.0,1,0,,
Pendente,Pendente,19249,60.0,1,0,imgs/products/prod_253.jpg,
Pendente,Pendente Alumínio BD-1,BD-1,65.0,1,0,,
Pendente,Pendente,19248,50.0,1,0,imgs/products/prod_255.jpg,
Pendente,Pendente DD-1,DD-1,50.0,1,0,,
Pendente,Pendente DD-7 (LP96),19250,50.0,1,0,imgs/products/prod_257.jpg,
Pendente,Pendente,19247,50.0,1,0,imgs/products/prod_258.jpg,
Pendente,Pendente DD-2,DD-2,45.0,1,0,,
Pendente,Pendente DD-3,DD-3,50.0,1,0,,
Pendente,Pendente Prata DD-9,DD-9,60.0,1,0,,
Pendente,Pendente Dourado Plástico,19693,45.0,1,0,imgs/products/prod_262.jpg,
Pendente,Pendente Plástico BD-1PVC,BD-1PVC,50.0,1,0,,
Pendente,Pendente DD-6,DD-6,50.0,1,0,,
Pendente,Pendente DD-8,DD-8,50.0,1,0,,
Pendente,Pendente DD-5,DD-5,50.0,1,0,,
Pendente,Pendente,19246,45.0,1,0,imgs/products/prod_267.jpg,
Pendente,Pendente,19676,70.0,0,0,imgs/products/prod_268.jpg,
Pendente,Pendente,19694,50.0,1,0,imgs/products/prod_269.jpg,
Pendente,Pendente Preto,19647,55.0,1,0,imgs/products/prod_270.jpg,
Pendente,Pendente Preto,19648,58.0,1,0,imgs/products/prod_271.jpg,
Pendente,Pendente Preto,19649,65.0,1,0,imgs/products/prod_272.jpg,
Pendente,Pendente Preto,19650,75.0,1,0,imgs/products/prod_273.jpg,
Pendente,Pendente Corda MS-2M2P,MS-2M2P,29.0,1,1,,
Pendente,Pendente Corda MS-1M2P,MS-1M2P,15.0,1,1,,
Embutir,Embutir Quadrado 36x36,62011,22.0,1,1,imgs/products/prod_276.jpg,
Spot,Spot Trilho 9W (3un),17716,4.0,1,1,imgs/products/prod_277.jpg,
Spot,Spot Triplo 15W (3un),17717,6.0,1,1,imgs/products/prod_278.jpg,
Spot,Spot Redondo 5W BF,19535,2.6,1,0,imgs/products/prod_279.jpg,
Spot,Spot Redondo 5W BQ,19536,2.6,1,0,imgs/products/prod_280.jpg,
Spot,Spot Quadrado 5W BF,19537,2.6,1,0,imgs/products/prod_281.jpg,
Spot,Spot Quadrado 5W BQ,19538,2.6,1,0,imgs/products/prod_282.jpg,
Spot,Spot Redondo 7W BF,19539,2.8,0,0,imgs/products/prod_283.jpg,
Spot,Spot Redondo 7W BQ,19540,2.8,0,0,imgs/products/prod_284.jpg,
Spot,Spot Quadrado 7W BF,19541,2.8,0,0,imgs/products/prod_285.jpg,
Spot,Spot Quadrado 7W BQ,19542,2.8,0,0,imgs/products/prod_286.jpg,
Spot,Spot Quadrado 5W BF (preto),19659,2.6,1,0,imgs/products/prod_287.jpg,
Spot,Spot Quadrado 5W BQ (preto),19660,2.6,1,0,imgs/products/prod_288.jpg,
Spot,Spot Redondo 5W BF (preto),19657,2.6,1,0,imgs/products/prod_289.jpg,
Spot,Spot Redondo 5W BQ (preto),19658,2.6,0,0,imgs/products/prod_290.jpg,
Spot,Spot Quadrado 7W BF (preto),19663,2.8,1,0,imgs/products/prod_291.jpg,
